frame,estimated_speed_kmh,filtered_speed_kmh,ground_truth_speed_kmh
52,190.3791195843567,40.604283109779296,50.798887282023806
53,34.83979542254803,40.6675118195054,50.70381265842309
54,68.18171060176375,40.6675118195054,50.607584593171424
55,-1.0,40.6675118195054,50.53912333315557
56,73.32373975911754,40.6675118195054,50.43401818863294
57,-1.0,40.6675118195054,50.32322392806792
58,5.537290436498748,40.6675118195054,50.20235853945161
59,-1.0,40.6675118195054,50.07711902286027
60,-1.0,40.6675118195054,49.97091083938531
61,-1.0,40.6675118195054,49.85286088125988
62,-1.0,40.6675118195054,49.724668536148144
63,24.78215237435236,40.6675118195054,49.60658119566357
64,23.351745339273904,40.6675118195054,49.48350852153101
65,140.71731927098463,40.6675118195054,49.37731997603024
66,96.57000493524944,40.6675118195054,49.2554391642999
67,44.23429500295512,41.52519695603297,49.08064890812738
68,43.75805867220251,41.937802153708404,48.86941236026886
69,44.02520414800554,41.51436183583489,48.549277711767814
70,52.762835663453814,41.51436183583489,48.195539133450225
71,49.77476561386744,42.79515817407629,47.775724350895175
72,62.689173500938644,42.79515817407629,47.24051474340126
73,58.63971697839552,42.79515817407629,46.68505323204963
74,137.53215349439958,42.79515817407629,46.09714815931684
75,114.53945503053373,42.79515817407629,45.42855570678303
76,132.64029507920253,42.79515817407629,44.801190013114066
77,44.454853314458916,42.09409363658706,44.10258493095856
78,55.06361639238966,42.09409363658706,43.44312978682677
79,222.26090261551235,42.09409363658706,42.789051855098194
80,30.552190635693943,42.09409363658706,42.09826267269099
81,15.14648421350747,42.09409363658706,41.49122348616731
82,33.904225533351756,40.46666429785005,40.88254009429251
83,23.633758596544514,40.46666429785005,40.227981568707506
84,10.61048307485761,40.46666429785005,39.64902103841821
85,84.89439458551301,40.46666429785005,39.08004844675101
86,32.73793821217238,39.62321939976003,38.617704607412705
87,45.5983343402493,40.569680763920786,38.19492155751522
88,-1.0,40.569680763920786,37.8034225139923
89,21.504428137131384,40.569680763920786,37.48241639477526
90,6.204763313715551,40.569680763920786,37.131096753527665
91,1.4277786402279715,40.569680763920786,36.81055058007872
92,104.27386787153874,40.569680763920786,36.522188240142036
93,74.15495870746503,40.569680763920786,36.299464487953166
94,91.27138223000763,40.569680763920786,36.14024039825781
95,18.204431376564795,40.569680763920786,35.98972894309694
96,18.64320712824879,40.569680763920786,35.85939497705431
97,28.02914995867602,40.569680763920786,35.717522907528725
98,62.4663747796701,40.569680763920786,35.55913569083274
99,49.744130011307234,42.30716002711183,35.42057184107564
100,13.608980979034914,42.30716002711183,35.275451435979726
101,32.1921855047057,42.30716002711183,35.133918606943666
102,59.571643611246884,42.30716002711183,34.958938708517955
103,0.10061020612112935,42.30716002711183,34.71631092846301
104,19.54280763660569,42.30716002711183,34.445407295154254
105,32.189391402821556,42.30716002711183,34.09896983273252
106,6.844708024867229,42.30716002711183,33.73429072627218
107,37.89809588894457,42.612990073751476,33.319777515195014
108,9.114174826675367,42.612990073751476,32.834947904637424
109,20.144432325066592,42.612990073751476,32.364680919509446
110,4.069784968490332,42.612990073751476,31.823662927910945
111,150.05613603829133,42.612990073751476,31.293441172338895
112,-1.0,42.612990073751476,30.749230835711476
113,-1.0,42.612990073751476,30.107949003557362
114,35.54970712021809,41.74453128547778,29.48870620017036
115,-1.0,41.74453128547778,28.77445812967287
116,29.954195761851878,41.74453128547778,28.09909918556595
117,24.322043523739858,41.74453128547778,27.396199473234333
118,18.34563247113197,41.74453128547778,26.628946417049516
119,25.342254278708154,41.74453128547778,25.949204775294916
120,32.456054253300735,40.6143308435876,25.197080307289845
121,11.746201472716892,40.6143308435876,24.50227656198471
122,39.045273372918494,40.11633776607889,23.782112484587042
123,21.09501557419456,40.11633776607889,22.976715806703325
124,11.880313591382516,40.11633776607889,22.248413458393518
125,13.163697366018846,40.11633776607889,21.47111859455779
126,35.98156508532243,38.73701771322439,20.83965937033756
127,28.648267727485763,38.73701771322439,20.284546210500512
128,32.76953599817114,37.568485981595614,19.89768358412166
129,29.38767830798292,37.11683125905873,19.657664131835467
130,24.312438485693367,37.11683125905873,19.51236142326155
131,25.737614065342683,37.11683125905873,19.42208328000311
132,31.827705818422373,37.02580801968374,19.331341039813985
133,18.326345700185076,37.02580801968374,19.240187994197676
134,17.677025887957345,37.02580801968374,19.154314956092403
135,17.03491562529711,37.02580801968374,19.06934477066489
136,22.93297182587,37.02580801968374,18.981636175459244
137,12.38297812419375,37.02580801968374,18.880611690207314
138,24.686698941394564,37.02580801968374,18.80089965961049
139,16.606022375604663,37.02580801968374,18.715560705203245
140,17.76069588682836,37.02580801968374,18.621945945602388
141,17.619411953522597,37.02580801968374,18.539711068957537
142,14.373628020381394,37.02580801968374,18.451002545524577
143,8.337679215705663,37.02580801968374,18.36835236622696
144,8.941225530714258,37.02580801968374,18.287970047381553
145,12.734759059606153,37.02580801968374,18.18940335992105
146,8.351018084317257,37.02580801968374,18.09993447923936
147,12.278260750409963,37.02580801968374,18.004955339970564
148,8.063741464788205,37.02580801968374,17.91774929539649
149,7.468669893871184,37.02580801968374,17.836104113955866
150,14.357284128549841,37.02580801968374,17.751422848233606
151,7.595368770447413,37.02580801968374,17.682573397154478
152,7.702547513628053,37.02580801968374,17.605784069290575
153,14.522823897141711,37.02580801968374,17.523618019128286
154,11.010447628076005,37.02580801968374,17.452776145509944
155,9.973979329398553,37.02580801968374,17.390758452412403
156,10.256104886086238,37.02580801968374,17.351340934339287
157,18.23101447708844,37.02580801968374,17.3223547622738
158,18.420928550903025,37.02580801968374,17.314462142943547
159,8.65681940162968,37.02580801968374,17.30730239791137
160,3.146251018552231,37.02580801968374,17.301890277511745
161,9.544129263796716,37.02580801968374,17.317198746717555
162,3.4950307348210963,37.02580801968374,17.36296633589586
163,13.179562055700321,37.02580801968374,17.43591532444244
164,9.138485155804696,37.02580801968374,17.555192509623218
165,11.908929980350157,37.02580801968374,17.672284473123835
166,13.617727292203591,37.02580801968374,17.79925236503958
167,13.383158512175717,37.02580801968374,17.952412238557855
168,10.096616635403846,37.02580801968374,18.086750495046754
169,12.204831811383434,37.02580801968374,18.20208031084846
170,10.882214243819135,37.02580801968374,18.277274392172565
171,2.7693722225411905,37.02580801968374,18.32667200185544
172,12.767967094958436,37.02580801968374,18.340542480663423
173,11.92610106884584,37.02580801968374,18.321189274134507
174,12.742004183069197,37.02580801968374,18.266372827916577
175,6.638944896076746,37.02580801968374,18.20068577092099
176,12.088875620990661,37.02580801968374,18.12879603406881
177,15.528904314846233,37.02580801968374,18.043154742182846
178,17.75208507241295,37.02580801968374,17.947456979961466
179,13.78941063358121,37.02580801968374,17.84434252699518
180,22.306864127992164,37.02580801968374,17.74071516727241
181,16.835963368165867,37.02580801968374,17.640519596402413
182,22.109096761470084,37.02580801968374,17.514084588251478
183,13.809257714077868,37.02580801968374,17.403673535619756
184,2.57616494290257,37.02580801968374,17.305337610655076
185,13.9300478898039,37.02580801968374,17.22093332873213
186,6.0369526323728975,37.02580801968374,17.135373063127254
187,8.073401560646607,37.02580801968374,17.02094671113358
188,34.68884946014309,35.934859531673105,16.912267408455776
189,13.076510805130463,35.934859531673105,16.774357424156754
190,19.677948519309858,35.934859531673105,16.619511274279922
191,17.5414693803049,35.934859531673105,16.4348264063497
192,24.968760085934615,35.934859531673105,16.245946981866297
193,5.828563988321087,35.934859531673105,16.033324057690827
194,-1.0,35.934859531673105,15.75482368278413
195,29.45906363241533,33.90635289378392,15.454087133530157
196,44.033788610925626,33.90635289378392,15.108340673064937
197,19.13127602119894,33.90635289378392,14.76344692993718
198,31.33757741251733,33.25030104614119,14.416268409656375
199,36.3824889893021,33.33357923304959,14.081765551017698
200,14.893388644575,33.33357923304959,13.854625082600355
201,58.41070712687237,33.33357923304959,13.667581182766744
202,4.597446226767977,33.33357923304959,13.535538019345763
203,21.256749432552564,33.33357923304959,13.424208454627419
204,11.083283715059537,33.33357923304959,13.306324263867484
205,14.678193005457995,33.33357923304959,13.191082028163231
206,1.527366135451664,33.33357923304959,13.072331471624889
207,23.583161490443622,32.446289956763884,12.96882985214
208,20.10238614372838,32.446289956763884,12.859970880156899
209,21.52434404418941,32.446289956763884,12.74363320936268
210,18.872069931030797,32.446289956763884,12.667040812596754
211,8.062680678948196,32.446289956763884,12.658807460620798
212,22.74205661080513,30.815968280552546,12.879968216900094
213,7.837626316072892,30.815968280552546,13.19582940361432
214,36.505307085380885,30.86834248055839,13.6052427426734
215,17.81523768071956,30.86834248055839,14.003825527750113
216,16.979067984700002,30.86834248055839,14.449658133885926
217,-1.0,30.86834248055839,14.85993523524491
218,14.08378455688807,30.86834248055839,15.280725403823272
219,18.357819996772296,30.86834248055839,15.750373637475615
220,32.86204903671045,30.877593784412323,16.17375666233879
221,57.97195542374567,30.877593784412323,16.64070314806715
222,6.178946673896498,30.877593784412323,17.0522034773514
223,8.227628079788449,30.877593784412323,17.44589246319261
224,23.29741122896001,30.26856707651003,17.85585996543312
225,13.76779099600709,30.26856707651003,18.196990619695832
226,8.730425445273918,30.26856707651003,18.514739174272073
227,19.61675679745631,30.26856707651003,18.729941950988138
228,12.962355843698708,30.26856707651003,18.921410103040674
229,8.906769500720168,30.26856707651003,19.074807029221926
230,11.04957152258984,30.26856707651003,19.21559194313579
231,9.372655811258191,30.26856707651003,19.334786367674564
232,12.331748883337827,30.26856707651003,19.448429577950158
233,16.108385378501357,30.26856707651003,19.597859091240526
234,15.496971990177743,30.26856707651003,19.784102626448647
235,12.599623799980565,30.26856707651003,20.022733733172934
236,14.966814217774974,30.26856707651003,20.309769841148558
237,14.71357781211384,30.26856707651003,20.62635570556556
238,21.927421214552474,29.27853861612304,21.03206487533586
239,9.455861510085482,29.27853861612304,21.4380284082934
240,10.202897540993584,29.27853861612304,21.857738256526645
241,19.923435124810652,27.801997182589798,22.32037164568352
242,7.9431213114326225,27.801997182589798,22.740595230444303
243,10.522195152748932,27.801997182589798,23.184145250474003
244,16.51965870821037,27.801997182589798,23.518486643604458
245,7.374236053893251,27.801997182589798,23.750945102071107
246,25.355779782373506,27.391668797585616,23.894380613553793
247,27.70938046917575,27.028849103251456,23.917532429577278
248,33.01387715007517,26.691987919328767,23.87672604302607
249,30.084253677983238,27.34209713808273,23.8115499743167
250,20.995283645767365,27.167419841578955,23.71808425656737
251,38.72183128099676,27.167419841578955,23.62446139189122
252,25.36027497788719,26.05291663082958,23.535168464158435
253,32.135611370781476,25.980272864236678,23.43862625137029
254,51.50114219620528,25.980272864236678,23.344197233120745
255,25.51189991219355,26.20172173256004,23.243203925434894
256,21.99436970196039,26.208416581300828,23.139187980049662
257,24.29615560257766,26.64568862907753,23.036580284540292
258,21.975709228222918,26.30768157366247,22.91356689790468
259,39.87945803658836,26.30768157366247,22.819823387225515
260,27.028990465472173,26.23964257329211,22.728505942547283
261,26.53031248562982,25.591286106847576,22.580336074309056
262,23.9708267198248,24.979943411031734,22.494908641016593
263,14.112792466744812,24.979943411031734,22.377425347049215
264,22.7202699824494,25.15244204469994,22.263758528990778
265,17.514845928147317,24.367899139725946,22.143051763006454
266,12.060186475087345,24.367899139725946,21.94882880370526
267,18.222277466547585,22.97656574930256,21.609726000413776
268,8.304596943067418,22.97656574930256,20.998575853569164
269,13.675258399177991,21.792901598001002,20.329799522671944
270,15.506660970638318,21.1441307248688,19.55059325464617
271,6.342839373719616,21.1441307248688,18.84325491974296
272,20.256152124240824,20.74013037703511,18.10254682344116
273,12.970494764982202,19.839608930711044,17.264841252621924
274,12.557376698213067,18.39244755398513,16.490944986636215
275,4.585520385007525,18.39244755398513,15.633444269193198
276,4.948737681960468,18.39244755398513,14.855477503664444
277,4.811802447244105,18.39244755398513,14.102376562167166
278,10.624144809112563,16.801830786333404,13.326428670130882
279,20.964552478799842,16.50120336223091,12.630886145773637
280,7.370240655366874,14.966200429522658,11.86500932181256
281,14.229136126646962,14.637629449372621,11.181553341915993
282,29.156136941460833,14.637629449372621,10.551693039952726
283,8.920588761329633,13.707460578850828,10.052800267596483
284,10.505254712437292,13.390460210176759,9.819208206529378
285,2.988081168359439,13.390460210176759,9.705767251750176
286,8.016994727255227,12.641493585838449,9.640368038378638
287,1.4015454066150836,12.641493585838449,9.569888838480042
288,7.199661318516707,11.335844505266035,9.49015201524437
289,10.423637161207587,11.081158744888574,9.41924406655584
290,7.21003113368813,10.546424188436081,9.349189113553072
291,9.777399989261196,10.461749706450947,9.291262578621316
292,12.332940813747324,9.598588539945693,9.229926302424255
293,10.909238038571033,9.95248827826611,9.173658692810955
294,10.815593482077492,9.611134013809162,9.112978815472385
295,13.588517510881587,10.077926888764356,9.054116122898842
296,6.992030376438194,9.726604455164448,8.99720886836442
297,5.838651228066402,9.508770105245564,8.939033349728527
298,9.671572919163298,9.755961265310223,8.88152941730752
299,10.766730200220733,9.79027056921154,8.837805759731488
300,10.383682804574946,10.107635736300221,8.787842981458516
301,9.790198360556653,10.108915573429766,8.735178052955508
302,8.903370070223536,9.765958499077387,8.67487766064532
303,8.454129436714974,9.520447638891781,8.624243010735306
304,8.089460915552051,9.247834382239237,8.572527289683043
305,13.123363516024424,9.201318982753522,8.513721239018054
306,8.056097570094428,9.307725702119145,8.473530247156374
307,7.665369212475672,9.490397500560071,8.422120685414505
308,3.2073504940446678,8.843975258048207,8.363063868583968
309,11.725851693208812,8.939887407347015,8.319476757421258
310,11.256991091548006,9.027218236044321,8.28777569985616
311,12.44860122796076,9.293058522784735,8.245879358633342
312,5.175668874120814,8.920288403174462,8.201414406866379
313,7.887308718893653,8.86360633139233,8.161208706133381
314,10.534516970058913,9.108111936843015,8.1138570090948
315,13.912711490518054,9.187046734292379,8.06329370170191
316,4.3932491543910945,8.820761892722045,7.998562861928546
317,12.522650846906595,9.306490056165137,7.921949150588697
318,10.365042464482267,10.022259253208897,7.82119851530552
319,24.8477742836659,10.022259253208897,7.622806153348673
320,4.336391780906021,9.283313261978618,7.374100400074821
321,-1.0,9.283313261978618,7.069493672063593
322,-1.0,9.283313261978618,6.682169729611221
323,-1.0,9.283313261978618,6.276516392119574
324,20.54848990206932,9.283313261978618,5.77472172086593
325,9.050762032345572,9.062690356058376,5.270205218702155
326,-1.0,9.062690356058376,4.7212661726366925
327,-1.0,9.062690356058376,4.0870735385781165
328,-1.0,9.062690356058376,3.5299607977847542
329,-1.0,9.062690356058376,3.0023146500789033
330,38.581937663763014,9.062690356058376,2.6096960184639304
331,32.93259183006962,9.062690356058376,2.2244152524063265
332,-1.0,9.062690356058376,1.7789359231117765
333,-1.0,9.062690356058376,1.3530585807188575
334,-1.0,9.062690356058376,0.8896569403435928
335,-1.0,9.062690356058376,0.48112057194346003
336,-1.0,9.062690356058376,0.06858665544551727
337,-1.0,9.062690356058376,0.15817914135662436
